timestamp,operating_mode,event_ground_truth,flow_in,flow_out,P_st1,P_st2,P_st3,P_st4,P_st5,P_st6
135.6,Flowing,NORMAL,499.09,499.41,49.927,42.048,33.871,26.028,17.95,9.941
135.7,Flowing,NORMAL,499.11,499.45,49.884,41.963,34.087,25.998,18.05,10.133
135.8,Flowing,NORMAL,500.54,502.43,50.021,41.955,34.037,25.956,17.96,9.878
135.9,Flowing,NORMAL,501.85,500.15,50.074,41.969,34.015,25.917,18.035,9.939
136.0,Flowing,NORMAL,500.46,499.06,49.989,42.07,34.063,25.998,17.859,10.239
136.1,Flowing,NORMAL,501.17,499.53,50.14,42.058,33.94,25.991,17.957,10.101
136.2,Flowing,NORMAL,499.37,500.49,50.021,41.937,33.962,26.09,18.128,10.122
136.3,Flowing,NORMAL,501.32,500.4,50.061,41.98,33.741,26.024,18.0,10.011
136.4,Flowing,NORMAL,499.5,499.31,50.004,41.894,34.045,26.051,18.055,10.076
136.5,Flowing,NORMAL,500.29,498.05,50.048,41.967,33.994,26.007,18.009,10.08
136.6,Flowing,NORMAL,499.56,499.94,50.051,42.166,34.177,26.006,17.693,10.099
136.7,Flowing,NORMAL,501.07,499.91,49.957,41.936,33.968,25.964,18.049,9.875
136.8,Flowing,NORMAL,501.08,499.22,49.914,42.027,34.05,26.051,17.937,9.922
136.9,Flowing,NORMAL,498.23,501.54,49.959,42.019,34.119,25.836,17.982,9.893
137.0,Flowing,NORMAL,501.59,500.69,49.868,42.077,34.044,26.036,18.074,9.962
137.1,Flowing,NORMAL,502.85,500.16,49.965,42.175,33.98,26.059,18.001,9.852
137.2,Flowing,NORMAL,499.57,499.57,49.836,41.954,34.084,26.063,18.073,9.921
137.3,Flowing,NORMAL,499.85,502.08,50.129,41.923,34.017,25.999,17.986,10.107
137.4,Flowing,NORMAL,501.49,498.61,49.944,41.892,34.002,25.968,18.27,10.054
137.5,Flowing,NORMAL,500.08,499.4,49.967,41.916,33.85,25.918,18.009,10.114
137.6,Flowing,NORMAL,500.0,499.46,50.09,42.018,33.974,26.022,17.959,10.137
137.7,Flowing,NORMAL,502.28,500.36,49.985,41.993,33.823,25.984,18.067,9.915
137.8,Flowing,NORMAL,498.37,500.79,49.94,42.063,33.882,26.085,17.957,9.969
137.9,Flowing,NORMAL,499.05,498.4,49.91,42.03,34.197,26.063,17.931,10.091
138.0,Flowing,NORMAL,500.5,499.18,49.975,42.11,34.065,25.765,17.92,10.076
138.1,Flowing,NORMAL,498.06,500.54,50.012,41.918,33.949,25.848,17.993,10.177
138.2,Flowing,NORMAL,499.55,499.2,50.064,42.175,34.071,26.082,18.158,10.03
138.3,Flowing,NORMAL,499.54,499.52,49.985,42.083,34.116,25.962,17.942,10.011
138.4,Flowing,NORMAL,501.15,500.21,50.067,42.064,33.886,26.153,17.949,9.979
138.5,Flowing,NORMAL,500.83,498.82,49.928,42.216,34.019,25.932,18.069,10.062
138.6,Flowing,NORMAL,497.98,500.33,49.985,42.067,33.934,25.961,17.839,9.894
138.7,Flowing,NORMAL,499.17,500.74,50.145,42.131,34.005,26.133,17.987,9.981
138.8,Flowing,NORMAL,499.17,500.05,50.005,41.99,33.983,26.091,18.012,10.057
138.9,Flowing,NORMAL,499.74,501.71,50.083,42.031,33.922,25.892,18.012,9.986
139.0,Flowing,NORMAL,498.68,500.87,50.007,41.999,34.207,25.894,17.841,10.027
139.1,Flowing,NORMAL,500.54,499.95,49.97,42.025,34.047,26.103,17.879,9.955
139.2,Flowing,NORMAL,499.17,499.61,50.034,42.062,34.175,26.076,17.995,9.929
139.3,Flowing,NORMAL,500.71,502.11,49.955,41.953,34.052,26.021,17.894,9.965
139.4,Flowing,NORMAL,500.0,499.21,50.07,42.028,34.045,26.031,18.13,10.019
139.5,Flowing,NORMAL,498.83,499.67,49.969,41.927,34.02,25.805,17.985,9.984
139.6,Flowing,NORMAL,501.67,499.51,49.891,41.926,34.065,26.018,18.008,10.025
139.7,Flowing,NORMAL,501.7,500.48,50.007,42.099,34.01,25.883,18.13,10.03
139.8,Flowing,NORMAL,500.35,502.71,49.953,41.9,34.032,25.991,18.126,9.972
139.9,Flowing,NORMAL,499.71,500.3,49.933,42.072,34.074,26.013,18.054,9.997
140.0,Flowing,NORMAL,498.73,499.61,50.019,42.093,34.05,25.986,18.108,9.811
140.1,Flowing,NORMAL,501.29,500.23,50.164,41.864,33.95,25.997,17.988,10.081
140.2,Flowing,NORMAL,500.99,498.42,49.915,42.021,33.954,26.024,17.995,10.007
140.3,Flowing,NORMAL,499.02,499.77,49.956,41.959,34.023,26.075,17.952,9.93
140.4,Flowing,NORMAL,499.18,502.04,50.049,41.997,34.066,25.928,17.858,9.957
140.5,Flowing,NORMAL,500.55,500.79,49.939,41.994,33.949,26.059,17.977,10.012
140.6,Flowing,NORMAL,498.59,501.48,50.013,42.016,33.998,26.041,17.936,10.112
140.7,Flowing,NORMAL,499.25,501.22,49.981,41.895,34.015,25.932,18.053,10.177
140.8,Flowing,NORMAL,498.75,499.15,49.937,42.027,33.86,26.036,17.929,9.95
140.9,Flowing,NORMAL,498.79,502.29,49.912,42.059,34.081,26.002,17.931,10.127
141.0,Flowing,NORMAL,499.14,497.87,49.94,41.827,34.037,25.912,18.079,9.97
141.1,Flowing,NORMAL,501.09,500.4,50.048,42.112,33.903,25.955,17.994,10.123
141.2,Flowing,NORMAL,497.89,497.53,49.947,41.952,34.038,25.954,18.012,9.876
141.3,Flowing,NORMAL,500.52,497.94,50.177,41.892,33.974,25.997,18.153,9.894
141.4,Flowing,NORMAL,500.31,501.12,50.159,42.061,34.033,25.921,18.046,9.942
141.5,Flowing,NORMAL,501.16,499.17,50.101,41.922,33.991,25.956,17.921,10.059
141.6,Flowing,NORMAL,500.31,501.49,50.043,42.097,33.858,26.085,18.2,9.964
141.7,Flowing,NORMAL,499.55,497.39,50.152,41.979,33.89,25.976,18.084,9.933
141.8,Flowing,NORMAL,499.02,499.89,49.952,42.047,34.0,26.047,18.019,10.038
141.9,Flowing,NORMAL,501.19,498.54,49.965,42.019,33.926,26.103,17.949,10.09
142.0,Flowing,NORMAL,500.6,499.61,49.981,42.016,33.96,25.919,17.86,9.916
142.1,Flowing,NORMAL,499.41,501.86,49.974,42.017,34.081,25.964,17.929,9.885
142.2,Flowing,NORMAL,501.09,502.15,50.038,42.111,34.101,26.057,18.051,10.136
142.3,Flowing,NORMAL,499.46,500.62,50.027,42.052,33.974,25.891,17.945,9.999
142.4,Flowing,NORMAL,500.0,498.09,50.005,42.154,34.007,26.094,17.965,9.975
142.5,Flowing,NORMAL,499.27,498.55,49.894,41.941,34.042,26.001,18.075,10.015
142.6,Flowing,NORMAL,500.64,500.19,49.972,42.172,33.992,26.093,17.968,10.057
142.7,Flowing,NORMAL,498.81,499.03,50.074,42.017,33.812,26.001,18.098,10.042
142.8,Flowing,NORMAL,499.64,500.79,50.036,41.862,33.942,26.033,18.033,10.097
142.9,Flowing,NORMAL,499.21,502.01,49.988,42.032,34.001,25.921,17.82,10.034
143.0,Flowing,NORMAL,500.32,498.82,50.014,41.951,33.87,26.05,17.979,10.045
143.1,Flowing,NORMAL,500.47,498.93,50.149,41.829,33.944,25.983,18.116,9.869
143.2,Flowing,NORMAL,498.68,498.58,50.155,42.011,33.992,25.984,17.965,10.084
143.3,Flowing,NORMAL,500.49,499.69,49.915,42.028,33.969,25.939,18.207,10.034
143.4,Flowing,NORMAL,498.23,500.06,50.049,42.091,33.886,26.14,17.799,9.938
143.5,Flowing,NORMAL,502.63,500.03,49.963,42.047,34.017,25.987,17.999,9.922
143.6,Flowing,NORMAL,499.39,501.08,49.88,42.058,34.055,26.127,17.937,10.055
143.7,Flowing,NORMAL,501.26,500.47,49.977,42.095,34.082,26.017,17.973,10.077
143.8,Flowing,NORMAL,500.24,499.93,50.052,41.945,33.894,25.977,18.121,10.092
143.9,Flowing,NORMAL,500.29,500.05,49.911,41.907,34.102,25.909,18.041,9.951
144.0,Flowing,NORMAL,498.6,500.1,50.129,41.938,34.091,26.015,18.02,9.842
144.1,Flowing,NORMAL,501.01,499.93,49.824,41.982,34.02,25.91,17.913,10.045
144.2,Flowing,NORMAL,500.06,499.19,50.045,41.989,34.062,25.906,17.972,10.132
144.3,Flowing,NORMAL,500.56,498.56,50.005,42.01,34.184,25.888,18.064,10.133
144.4,Flowing,NORMAL,499.89,500.17,49.974,42.069,33.921,25.945,18.031,10.064
144.5,Flowing,NORMAL,500.16,499.4,50.09,42.126,33.995,26.095,17.973,10.072
144.6,Flowing,NORMAL,498.94,500.63,50.017,42.036,34.034,25.872,17.91,10.008
144.7,Flowing,NORMAL,499.82,500.09,49.865,42.066,34.07,26.026,17.91,10.11
144.8,Flowing,NORMAL,499.5,500.02,50.163,42.012,34.041,26.016,18.042,9.99
144.9,Flowing,NORMAL,499.15,501.18,49.997,42.072,34.188,25.888,17.992,9.906
145.0,Flowing,NORMAL,500.16,498.31,50.127,41.953,33.885,26.051,18.14,10.053
145.1,Flowing,NORMAL,500.44,502.12,50.016,42.033,34.113,25.93,17.991,9.964
145.2,Flowing,NORMAL,500.3,497.38,49.907,41.974,34.089,26.045,18.052,10.012
145.3,Flowing,NORMAL,499.88,501.74,50.042,41.936,33.975,26.015,18.022,10.026
145.4,Flowing,NORMAL,500.49,500.24,49.989,41.97,34.253,26.073,18.033,9.981
145.5,Flowing,NORMAL,500.29,499.37,49.964,41.99,34.023,25.85,17.874,9.949
145.6,Flowing,NORMAL,500.12,498.23,50.017,41.981,34.118,25.881,17.94,10.122
145.7,Flowing,NORMAL,500.2,499.28,50.01,42.071,34.164,25.944,17.992,9.978
145.8,Flowing,NORMAL,501.42,499.8,49.844,41.975,34.07,26.043,18.05,9.97
145.9,Flowing,NORMAL,498.55,500.23,49.948,42.102,33.96,26.024,18.013,10.117
146.0,Flowing,NORMAL,499.62,501.73,50.078,41.896,33.905,26.046,17.995,9.964
146.1,Flowing,NORMAL,500.41,500.09,50.081,42.015,34.004,26.062,17.97,10.125
146.2,Flowing,NORMAL,498.1,500.38,49.937,42.053,34.115,25.89,17.973,10.091
146.3,Flowing,NORMAL,501.66,500.42,50.093,41.986,33.941,26.076,18.095,9.907
146.4,Flowing,NORMAL,500.31,499.61,49.904,42.018,34.05,25.976,18.054,9.943
146.5,Flowing,NORMAL,501.15,499.77,49.831,41.966,34.005,25.978,17.907,9.855
146.6,Flowing,NORMAL,501.34,499.87,49.959,42.072,34.1,26.095,17.935,9.908
146.7,Flowing,NORMAL,500.49,500.75,50.04,42.051,34.032,25.839,17.931,9.998
146.8,Flowing,NORMAL,497.32,498.9,50.039,42.061,34.012,26.026,18.007,10.055
146.9,Flowing,NORMAL,500.18,499.39,50.025,42.005,33.979,26.007,18.039,10.021
147.0,Flowing,NORMAL,500.25,500.43,50.03,42.107,34.021,25.948,18.071,9.891
147.1,Flowing,NORMAL,498.7,498.71,49.913,42.027,34.041,25.9,17.969,9.952
147.2,Flowing,NORMAL,497.85,500.14,49.961,42.075,34.057,25.998,17.956,9.892
147.3,Flowing,NORMAL,500.55,499.35,50.114,42.047,33.943,26.058,17.994,9.977
147.4,Flowing,NORMAL,498.5,500.61,50.035,41.941,33.972,26.01,17.96,10.054
147.5,Flowing,NORMAL,502.47,501.65,50.15,41.94,33.867,25.84,17.988,9.947
147.6,Flowing,NORMAL,500.32,499.35,50.017,42.011,33.872,25.855,18.024,10.011
147.7,Flowing,NORMAL,501.62,500.91,49.966,41.867,34.038,26.102,18.022,9.932
147.8,Flowing,NORMAL,500.04,500.24,50.004,41.891,34.085,26.007,17.859,9.976
147.9,Flowing,NORMAL,500.9,499.54,50.037,41.973,33.978,25.902,18.045,9.948
148.0,Flowing,NORMAL,500.06,500.01,49.827,41.97,34.078,25.969,18.139,10.034
148.1,Flowing,NORMAL,501.21,501.56,50.027,41.99,33.995,25.979,17.976,10.042
148.2,Flowing,NORMAL,497.55,499.79,49.925,41.914,33.91,26.164,18.042,10.024
148.3,Flowing,NORMAL,501.07,501.57,49.915,42.05,33.991,26.017,17.922,10.013
148.4,Flowing,NORMAL,500.8,499.86,49.966,41.939,34.059,25.877,18.045,10.055
148.5,Flowing,NORMAL,499.82,498.31,49.93,41.934,33.982,26.023,17.988,10.035
148.6,Flowing,NORMAL,499.51,499.82,50.141,41.959,33.863,26.066,18.135,10.031
148.7,Flowing,NORMAL,499.64,498.21,49.913,41.99,33.911,26.051,17.892,9.976
148.8,Flowing,NORMAL,500.34,499.62,49.92,42.01,33.971,26.014,18.002,9.921
148.9,Flowing,NORMAL,501.46,499.57,50.05,41.996,33.921,26.179,18.038,9.988
149.0,Flowing,NORMAL,499.36,502.18,50.113,42.147,33.988,26.028,17.921,9.988
149.1,Flowing,NORMAL,497.96,501.93,49.984,42.015,34.027,26.045,18.019,9.903
149.2,Flowing,NORMAL,502.98,500.1,49.925,41.956,33.977,26.084,17.907,9.971
149.3,Flowing,NORMAL,500.81,501.45,50.076,41.976,34.037,25.989,18.021,9.982
149.4,Flowing,NORMAL,499.53,499.52,50.053,41.876,33.971,26.024,18.043,10.119
149.5,Flowing,NORMAL,501.43,498.29,49.969,42.118,33.947,26.106,18.065,9.927
149.6,Flowing,NORMAL,501.12,500.63,50.025,41.996,34.05,25.982,17.975,10.11
149.7,Flowing,NORMAL,500.59,500.43,49.992,42.066,33.982,26.133,17.946,9.951
149.8,Flowing,NORMAL,499.43,498.87,50.122,41.964,34.128,26.071,17.988,9.855
149.9,Flowing,NORMAL,500.8,498.93,49.998,42.008,34.093,26.127,17.945,10.064
150.0,Ramping,RAMP,501.84,501.5,50.061,42.07,34.009,25.798,17.926,9.83
150.1,Ramping,RAMP,498.48,498.36,49.984,42.063,33.993,26.045,17.965,9.818
150.2,Ramping,RAMP,500.82,501.05,49.798,41.996,33.951,25.875,17.801,9.862
150.3,Ramping,RAMP,500.91,500.01,49.984,42.037,33.983,26.081,17.853,9.991
150.4,Ramping,RAMP,500.88,501.06,50.004,42.039,33.933,26.037,17.959,9.865
150.5,Ramping,RAMP,500.62,501.58,49.999,41.965,34.007,25.857,17.932,9.95
150.6,Ramping,RAMP,502.0,499.35,50.003,42.091,34.029,25.95,17.951,9.941
150.7,Ramping,RAMP,500.32,499.04,50.032,41.837,33.943,25.831,18.036,9.912
150.8,Ramping,RAMP,500.58,502.17,49.985,42.055,34.0,25.859,17.927,9.889
150.9,Ramping,RAMP,500.97,500.35,49.86,41.928,33.951,25.94,17.813,10.007
151.0,Ramping,RAMP,500.38,500.81,49.992,41.986,33.998,25.885,17.968,9.884
151.1,Ramping,RAMP,498.94,501.52,49.928,42.028,34.084,26.006,18.004,9.871
151.2,Ramping,RAMP,500.87,499.27,49.872,42.102,34.129,26.071,17.903,9.82
151.3,Ramping,RAMP,500.89,501.51,49.915,41.847,33.956,26.075,17.917,9.935
151.4,Ramping,RAMP,500.19,501.21,50.11,41.95,34.127,26.105,17.917,9.864
151.5,Ramping,RAMP,500.47,502.21,50.056,41.954,33.871,26.048,18.024,9.921
151.6,Ramping,RAMP,496.82,502.19,49.899,41.883,33.972,25.905,17.899,9.99
151.7,Ramping,RAMP,502.1,500.53,50.059,42.092,33.884,25.917,17.986,9.943
151.8,Ramping,RAMP,501.73,501.36,50.123,42.015,34.11,25.987,18.01,9.88
151.9,Ramping,RAMP,499.05,500.52,50.001,42.054,34.091,26.001,17.917,10.015
152.0,Ramping,RAMP,499.86,500.64,49.825,41.867,34.016,25.943,17.971,9.909
152.1,Ramping,RAMP,502.41,499.12,50.046,41.915,34.007,26.021,18.02,10.064
152.2,Ramping,RAMP,499.3,500.21,50.02,42.002,33.839,25.898,17.906,9.986
152.3,Ramping,RAMP,501.26,498.33,49.951,42.044,33.96,25.926,17.94,9.869
152.4,Ramping,RAMP,500.11,500.32,49.966,41.844,33.94,25.901,17.878,9.933
152.5,Ramping,RAMP,501.2,502.08,50.053,41.998,34.039,25.985,17.895,9.861
152.6,Ramping,RAMP,500.77,501.43,50.025,42.025,34.071,26.034,17.874,9.889
152.7,Ramping,RAMP,500.38,500.64,50.054,42.065,34.034,25.933,17.817,9.816
152.8,Ramping,RAMP,501.2,500.27,50.022,42.006,33.87,25.941,17.966,9.803
152.9,Ramping,RAMP,500.15,499.87,50.088,41.949,34.058,25.894,17.833,9.857
153.0,Ramping,RAMP,498.6,499.42,49.992,41.947,33.94,25.962,17.9,9.887
153.1,Ramping,RAMP,499.64,501.51,49.863,42.01,33.949,26.064,17.838,9.747
153.2,Ramping,RAMP,499.5,498.69,50.049,42.006,33.875,25.812,18.035,10.003
153.3,Ramping,RAMP,498.85,498.67,49.801,41.941,34.089,25.895,17.872,9.866
153.4,Ramping,RAMP,501.22,501.63,49.91,41.841,34.039,25.785,17.93,9.959
153.5,Ramping,RAMP,500.58,500.8,49.884,41.903,34.052,25.975,17.86,9.983
153.6,Ramping,RAMP,501.22,500.61,50.097,41.999,33.882,25.898,17.931,9.87
153.7,Ramping,RAMP,501.43,500.81,50.075,41.854,33.834,25.945,17.868,9.834
153.8,Ramping,RAMP,501.72,502.98,49.859,41.978,33.949,25.982,17.912,9.872
153.9,Ramping,RAMP,501.31,500.64,50.094,41.871,33.995,25.795,17.838,9.784
154.0,Ramping,RAMP,499.66,500.93,50.063,41.971,33.951,25.84,17.88,9.819
154.1,Ramping,RAMP,501.54,503.06,50.031,41.896,34.058,25.793,17.839,10.013
154.2,Ramping,RAMP,501.12,500.52,49.965,41.87,33.969,25.888,17.835,9.79
154.3,Ramping,RAMP,503.49,502.67,50.221,41.955,33.796,26.045,17.95,9.815
154.4,Ramping,RAMP,500.88,498.08,49.925,42.029,33.93,25.771,18.043,9.84
154.5,Ramping,RAMP,501.34,499.22,50.12,42.077,33.869,26.007,17.847,9.724
154.6,Ramping,RAMP,500.77,499.82,49.966,42.006,33.912,25.899,17.989,9.88
154.7,Ramping,RAMP,500.96,501.33,49.933,42.03,33.964,25.721,17.931,9.902
154.8,Ramping,RAMP,500.89,502.76,50.002,42.045,33.894,25.948,17.77,9.902
154.9,Ramping,RAMP,500.4,499.93,50.156,41.894,33.886,25.864,17.905,9.783
155.0,Ramping,RAMP,501.14,501.82,50.034,42.041,33.989,25.778,17.973,9.941
155.1,Ramping,RAMP,501.68,503.34,50.066,42.003,33.963,26.001,18.046,9.788
155.2,Ramping,RAMP,500.45,502.54,50.086,41.966,33.935,25.795,17.868,9.783
155.3,Ramping,RAMP,501.96,500.19,49.963,41.884,33.909,25.885,17.897,9.733
155.4,Ramping,RAMP,501.83,501.72,49.884,42.001,33.88,26.002,17.906,9.909
155.5,Ramping,RAMP,499.92,501.09,50.113,41.947,33.897,25.985,17.928,9.844
155.6,Ramping,RAMP,499.84,499.9,50.111,41.954,33.945,25.916,17.811,9.863
155.7,Ramping,RAMP,501.54,501.21,50.112,42.007,33.945,25.9,17.911,9.915
155.8,Ramping,RAMP,500.31,500.14,50.049,41.944,33.968,25.951,17.803,9.867
155.9,Ramping,RAMP,499.77,500.87,49.827,42.009,33.994,25.971,17.85,9.877
156.0,Ramping,RAMP,503.1,499.07,50.114,42.083,33.938,25.922,17.969,9.731
156.1,Ramping,RAMP,499.89,498.62,49.974,42.077,34.018,25.939,17.759,9.845
156.2,Ramping,RAMP,499.23,500.4,49.953,41.996,33.874,25.826,17.713,9.945
156.3,Ramping,RAMP,500.13,501.13,49.968,41.982,33.938,25.822,17.776,9.765
156.4,Ramping,RAMP,501.36,499.4,49.942,41.998,33.874,26.046,17.957,9.909
156.5,Ramping,RAMP,501.18,501.4,49.99,42.09,33.919,25.903,17.887,9.898
156.6,Ramping,RAMP,503.37,500.83,50.051,41.93,33.894,25.955,17.93,9.809
156.7,Ramping,RAMP,500.2,501.56,49.873,41.951,33.985,26.048,17.775,9.805
156.8,Ramping,RAMP,501.41,501.93,49.969,42.076,33.932,25.83,17.914,9.805
156.9,Ramping,RAMP,502.5,502.41,49.902,41.896,34.073,25.932,17.877,9.815
157.0,Ramping,RAMP,500.37,501.53,50.023,41.989,33.957,25.909,17.936,9.835
157.1,Ramping,RAMP,502.01,500.46,49.922,41.917,33.774,26.061,17.934,9.765
157.2,Ramping,RAMP,498.98,501.05,49.977,41.915,34.055,25.784,17.873,9.821
157.3,Ramping,RAMP,503.31,503.63,50.066,41.957,33.79,25.877,17.784,9.834
157.4,Ramping,RAMP,502.4,502.03,50.115,41.826,33.866,25.851,17.83,9.885
157.5,Ramping,RAMP,500.4,500.94,49.986,41.998,33.88,25.913,17.921,9.765
157.6,Ramping,RAMP,502.23,500.68,50.063,41.969,34.012,25.877,17.888,9.819
157.7,Ramping,RAMP,502.82,500.16,49.992,41.985,33.971,25.792,17.971,9.671
157.8,Ramping,RAMP,499.72,499.46,49.945,41.956,33.96,26.017,17.706,9.777
157.9,Ramping,RAMP,500.56,502.94,49.83,41.966,33.948,26.017,17.863,9.9
158.0,Ramping,RAMP,502.91,501.48,50.047,41.928,33.813,25.91,17.732,9.918
158.1,Ramping,RAMP,501.39,499.39,49.987,42.058,33.886,25.909,17.866,9.808
158.2,Ramping,RAMP,501.84,500.77,49.965,41.993,33.85,25.789,17.947,9.868
158.3,Ramping,RAMP,501.42,502.46,50.005,42.095,33.902,25.991,17.86,9.726
158.4,Ramping,RAMP,502.42,500.41,50.148,42.04,33.913,25.942,17.812,9.872
158.5,Ramping,RAMP,501.98,499.98,49.809,41.879,34.0,25.862,17.859,9.696
158.6,Ramping,RAMP,501.5,501.39,50.148,42.056,33.905,25.848,17.924,9.96
158.7,Ramping,RAMP,498.87,501.76,50.076,42.134,33.846,25.814,17.744,9.835
158.8,Ramping,RAMP,502.18,500.45,50.014,41.947,33.984,25.977,17.716,9.749
158.9,Ramping,RAMP,502.3,500.28,50.066,41.922,33.854,25.958,17.733,9.771
159.0,Ramping,RAMP,499.95,501.56,50.026,41.913,33.98,25.83,17.947,9.783
159.1,Ramping,RAMP,500.05,499.67,50.054,42.018,33.866,25.71,17.861,9.796
159.2,Ramping,RAMP,502.09,500.38,50.044,41.939,33.881,26.033,17.713,9.847
159.3,Ramping,RAMP,501.72,500.9,49.954,41.93,33.889,25.807,17.874,9.897
159.4,Ramping,RAMP,499.13,501.94,50.038,41.965,33.834,25.911,17.999,9.753
159.5,Ramping,RAMP,500.53,500.55,49.97,41.911,33.873,25.649,17.857,9.713
159.6,Ramping,RAMP,501.91,501.75,49.871,42.016,33.825,25.84,17.94,9.666
159.7,Ramping,RAMP,502.37,502.49,49.877,41.977,34.002,25.74,17.853,9.823
159.8,Ramping,RAMP,500.87,500.49,49.835,42.019,33.98,25.839,17.919,9.865
159.9,Ramping,RAMP,501.41,504.98,50.008,41.918,33.831,25.86,17.863,9.745
160.0,Ramping,RAMP,500.55,502.83,49.824,42.055,33.923,25.831,17.883,9.891
160.1,Ramping,RAMP,503.21,501.46,49.776,41.988,33.792,25.9,17.823,9.817
160.2,Ramping,RAMP,501.85,500.93,49.96,41.803,33.869,25.891,17.892,9.67
160.3,Ramping,RAMP,500.86,500.49,50.082,41.9,33.933,25.816,17.823,9.832
160.4,Ramping,RAMP,500.29,503.17,49.902,41.897,33.918,26.047,17.738,9.922
160.5,Ramping,RAMP,500.17,501.44,50.16,41.943,33.878,25.798,17.799,9.643
160.6,Ramping,RAMP,503.89,499.47,49.994,42.07,33.852,25.833,17.666,9.783
160.7,Ramping,RAMP,501.52,499.16,50.021,41.955,33.883,25.827,17.84,9.748
160.8,Ramping,RAMP,501.27,501.36,50.025,41.967,33.989,25.903,17.813,9.869
160.9,Ramping,RAMP,501.51,501.4,50.034,42.053,33.946,25.7,17.9,9.756
161.0,Ramping,RAMP,501.03,500.15,49.996,41.971,33.869,25.863,17.746,9.844
161.1,Ramping,RAMP,501.68,499.45,49.991,41.917,33.822,25.865,17.806,9.77
161.2,Ramping,RAMP,501.87,498.92,49.918,41.819,33.945,25.961,17.707,9.864
161.3,Ramping,RAMP,501.87,500.38,50.023,41.946,33.862,25.729,17.866,9.671
161.4,Ramping,RAMP,500.35,500.87,49.938,42.025,33.742,25.716,17.783,9.754
161.5,Ramping,RAMP,502.96,502.15,50.039,41.921,34.093,25.818,17.764,9.664
161.6,Ramping,RAMP,501.25,501.18,50.01,41.994,33.986,25.716,17.76,9.76
161.7,Ramping,RAMP,501.14,502.63,50.047,41.945,33.932,25.768,17.902,9.801
161.8,Ramping,RAMP,501.11,502.09,49.892,41.858,33.804,25.885,17.672,9.692
161.9,Ramping,RAMP,500.71,502.0,50.036,41.938,33.907,25.744,17.82,9.666
162.0,Ramping,RAMP,502.32,502.57,49.974,41.962,33.893,25.829,17.71,9.688
162.1,Ramping,RAMP,503.09,499.75,50.0,41.832,33.847,25.857,17.665,9.802
162.2,Ramping,RAMP,501.17,500.78,50.102,41.842,33.991,25.812,17.798,9.666
162.3,Ramping,RAMP,499.85,504.32,50.074,41.973,33.816,25.729,17.645,9.718
162.4,Ramping,RAMP,500.85,499.17,50.046,41.992,33.87,25.727,17.705,9.792
162.5,Ramping,RAMP,501.57,501.12,49.961,41.951,33.793,25.845,17.72,9.78
162.6,Ramping,RAMP,500.65,502.06,50.062,41.899,33.867,25.772,17.641,9.624
162.7,Ramping,RAMP,501.43,499.25,50.016,41.964,33.888,25.79,17.826,9.695
162.8,Ramping,RAMP,501.51,500.62,50.056,41.795,33.561,25.835,17.635,9.669
162.9,Ramping,RAMP,502.18,503.93,49.976,42.064,33.905,25.823,17.813,9.712
163.0,Ramping,RAMP,500.48,501.76,49.963,42.022,33.783,25.834,17.62,9.696
163.1,Ramping,RAMP,502.94,500.88,50.015,42.069,33.745,25.758,17.807,9.703
163.2,Ramping,RAMP,504.26,501.84,50.014,41.858,33.822,25.903,17.734,9.703
163.3,Ramping,RAMP,504.01,500.91,49.991,41.839,33.942,25.842,17.92,9.588
163.4,Ramping,RAMP,501.62,503.68,50.066,41.828,33.879,25.877,17.566,9.649
163.5,Ramping,RAMP,503.15,500.45,49.955,41.876,33.895,25.887,17.719,9.678
163.6,Ramping,RAMP,503.03,501.03,50.009,41.932,33.776,25.883,17.75,9.69
163.7,Ramping,RAMP,502.34,499.89,49.935,41.894,33.848,25.67,17.588,9.606
163.8,Ramping,RAMP,502.63,501.34,50.042,41.878,33.779,25.725,17.684,9.622
163.9,Ramping,RAMP,503.27,501.5,50.173,42.014,33.941,25.882,17.637,9.549
164.0,Ramping,RAMP,503.53,503.17,49.911,42.035,33.813,25.686,17.68,9.624
164.1,Ramping,RAMP,501.53,500.53,50.021,41.948,33.789,25.838,17.66,9.627
164.2,Ramping,RAMP,503.43,502.35,50.055,41.876,33.809,25.828,17.639,9.604
164.3,Ramping,RAMP,504.56,501.89,50.044,42.091,33.901,25.817,17.747,9.545
164.4,Ramping,RAMP,503.64,499.54,50.009,41.923,33.877,25.786,17.732,9.602
164.5,Ramping,RAMP,504.46,500.96,50.005,41.826,33.824,25.885,17.724,9.621
164.6,Ramping,RAMP,499.54,500.93,50.152,41.815,33.759,25.908,17.699,9.6
164.7,Ramping,RAMP,503.38,503.89,49.904,41.959,33.89,25.681,17.681,9.588
164.8,Ramping,RAMP,503.01,502.54,50.02,41.833,33.944,25.84,17.66,9.593
164.9,Ramping,RAMP,503.96,502.08,49.989,41.859,33.807,25.742,17.814,9.682
165.0,Ramping,RAMP,501.4,496.77,50.075,41.95,33.752,25.758,17.759,9.502
165.1,Ramping,RAMP,502.18,499.66,50.051,42.105,33.924,25.872,17.696,9.675
165.2,Ramping,RAMP,503.9,502.84,49.943,41.982,33.89,25.779,17.78,9.551
165.3,Ramping,RAMP,501.57,502.93,49.985,41.925,33.753,25.772,17.534,9.673
165.4,Ramping,RAMP,503.17,501.12,50.004,41.875,33.767,25.732,17.723,9.629
